"SEQN","GENDER","AGE","EDUCATION","MARITAL","PREGNANT"
93451,"Male",48,"Less than High School","Married","No"
93454,"Male",59,"Less than High School","Widowed","No"
93455,"Male",73,"Less than High School","Married","No"
93456,"Male",50,"Some College","Married","No"
93457,"Female",25,"Some College","Single","No"
93459,"Female",44,"Less than High School","Married","No"
93461,"Female",71,"College Grad","Married","No"
93463,"Male",69,"College Grad","Married","No"
93466,"Female",60,"High School","Married","No"
93469,"Male",50,"Less than High School","Married","No"
93473,"Male",22,"Some College","Single","No"
93476,"Female",77,"Less than High School","Widowed","No"
93482,"Male",29,"High School","Single","No"
93483,"Female",42,"Some College","Married","No"
93485,"Female",60,"College Grad","Married","No"
93486,"Male",29,"Some College","Married","No"
93488,"Female",47,"Some College","Married","No"
93489,"Male",47,"Some College","Married","No"
93490,"Female",80,"Less than High School","Single","No"
93492,"Male",46,"High School","Married","No"
93495,"Female",65,"Some College","Divorced","No"
93496,"Female",54,"Less than High School","Divorced","No"
93498,"Male",54,"Some College","Divorced","No"
93499,"Female",30,"College Grad","Single","No"
93502,"Female",73,"Less than High School","Separated","No"
93503,"Female",54,"Some College","Divorced","No"
93504,"Male",37,"College Grad","Married","No"
93508,"Female",53,"College Grad","Married","No"
93509,"Female",21,"Some College","Single","No"
93511,"Female",40,"High School","Single","No"
93512,"Male",55,"Less than High School","Married","No"
93513,"Male",47,"Some College","Married","No"
93514,"Female",56,"Less than High School","Widowed","No"
93516,"Female",43,"Some College","Married","No"
93518,"Male",41,"College Grad","Married","No"
93520,"Male",52,"College Grad","Married","No"
93522,"Male",64,"Some College","Divorced","No"
93524,"Female",26,"Some College","Single","No"
93528,"Male",27,"High School","Single","No"
93529,"Female",59,"Some College","Widowed","No"
93530,"Female",21,"Some College","Single","No"
93531,"Female",52,"College Grad","Divorced","No"
93532,"Female",51,"High School","Married","No"
93533,"Male",53,"High School","Married","No"
93535,"Female",31,"Less than High School","Living Partner","No"
93536,"Female",63,"Less than High School","Single","No"
93538,"Male",28,"Less than High School","Single","No"
93539,"Female",69,"College Grad","Widowed","No"
93540,"Male",80,"High School","Widowed","No"
93541,"Female",73,"College Grad","Widowed","No"
93547,"Male",48,"Some College","Married","No"
93549,"Female",80,"Less than High School","Single","No"
93550,"Male",37,"College Grad","Married","No"
93554,"Male",54,"Some College","Married","No"
93555,"Female",57,"Some College","Divorced","No"
93556,"Female",21,"High School","Single","No"
93557,"Male",55,"College Grad","Married","No"
93558,"Female",67,"College Grad","Married","No"
93560,"Male",59,"High School","Married","No"
93563,"Female",80,"High School","Divorced","No"
93565,"Male",60,"College Grad","Married","No"
93567,"Female",64,"Less than High School","Divorced","No"
93568,"Female",46,"Less than High School","Divorced","No"
93571,"Male",53,"College Grad","Married","No"
93572,"Male",80,"High School","Married","No"
93573,"Female",55,"Some College","Married","No"
93574,"Male",47,"College Grad","Divorced","No"
93576,"Male",52,"Less than High School","Married","No"
93578,"Male",65,"College Grad","Single","No"
93581,"Male",50,"College Grad","Married","No"
93582,"Male",20,"Some College","Single","No"
93585,"Female",34,"College Grad","Married","No"
93587,"Male",29,"Some College","Married","No"
93589,"Male",66,"Some College","Married","No"
93590,"Female",28,"Some College","Married","No"
93591,"Male",75,"Some College","Divorced","No"
93592,"Male",36,"High School","Married","No"
93593,"Female",74,"High School","Divorced","No"
93596,"Female",55,"Some College","Widowed","No"
93598,"Male",71,"Some College","Divorced","No"
93600,"Female",22,"High School","Single","No"
93606,"Female",28,"Some College","Married","No"
93607,"Male",50,"Some College","Separated","No"
93608,"Female",57,"College Grad","Married","No"
93609,"Female",74,"College Grad","Divorced","No"
93610,"Female",28,"Some College","Single","No"
93611,"Female",70,"High School","Married","No"
93612,"Female",36,"College Grad","Married","No"
93614,"Female",60,"High School","Living Partner","No"
93617,"Male",72,"College Grad","Married","No"
93618,"Male",25,"Some College","Single","No"
93619,"Female",44,"Less than High School","Married","No"
93620,"Male",48,"High School","Married","No"
93621,"Male",66,"Less than High School","Separated","No"
93622,"Female",80,"Some College","Widowed","No"
93624,"Male",41,"High School","Divorced","No"
93625,"Male",26,"High School","Single","No"
93626,"Male",71,"Some College","Married","No"
93629,"Female",51,"Less than High School","Divorced","No"
93631,"Female",68,"Some College","Married","No"
93633,"Male",63,"High School","Single","No"
93636,"Female",80,"High School","Divorced","No"
93638,"Male",33,"Less than High School","Married","No"
93639,"Male",25,"College Grad","Living Partner","No"
93640,"Male",38,"Some College","Married","No"
93641,"Female",80,"Some College","Married","No"
93643,"Female",64,"High School","Married","No"
93644,"Female",75,"Less than High School","Single","No"
93645,"Male",80,"College Grad","Divorced","No"
93651,"Male",34,"College Grad","Single","No"
93652,"Male",72,"Less than High School","Married","No"
93653,"Female",25,"College Grad","Living Partner","No"
93654,"Female",29,"College Grad","Married","No"
93655,"Male",38,"Less than High School","Divorced","No"
93656,"Female",75,"High School","Widowed","No"
93659,"Male",62,"Less than High School","Married","No"
93661,"Female",27,"Some College","Living Partner","No"
93663,"Male",43,"Less than High School","Married","No"
93664,"Male",39,"High School","Married","No"
93665,"Female",34,"College Grad","Married","No"
93668,"Female",73,"Less than High School","Widowed","No"
93670,"Male",32,"College Grad","Married","No"
93671,"Male",45,"College Grad","Married","No"
93672,"Female",63,"Less than High School","Married","No"
93675,"Male",38,"College Grad","Separated","No"
93676,"Female",35,"College Grad","Divorced","No"
93677,"Female",34,"College Grad","Single","No"
93679,"Female",72,"Less than High School","Widowed","No"
93682,"Female",41,"College Grad","Married","No"
93684,"Male",34,"College Grad","Married","No"
93685,"Male",53,"Less than High School","Married","No"
93689,"Female",69,"Less than High School","Married","No"
93690,"Male",32,"Less than High School","Married","No"
93691,"Male",25,"College Grad","Single","No"
93695,"Female",76,"High School","Widowed","No"
93696,"Male",26,"College Grad","Married","No"
93697,"Female",80,"Some College","Widowed","No"
93700,"Male",35,"Less than High School","Married","No"
93702,"Female",24,"College Grad","Single","No"
93705,"Female",66,"Less than High School","Divorced","No"
93708,"Female",66,"Less than High School","Married","No"
93709,"Female",75,"Some College","Widowed","No"
93711,"Male",56,"College Grad","Married","No"
93713,"Male",67,"High School","Divorced","No"
93714,"Female",54,"Some College","Married","No"
93715,"Male",71,"High School","Married","No"
93716,"Male",61,"College Grad","Married","No"
93717,"Male",22,"High School","Single","No"
93718,"Male",45,"High School","Single","No"
93721,"Female",60,"Less than High School","Married","No"
93722,"Female",60,"Some College","Divorced","No"
93723,"Male",64,"College Grad","Married","No"
93726,"Female",67,"Less than High School","Widowed","No"
93727,"Male",70,"College Grad","Married","No"
93728,"Male",53,"College Grad","Married","No"
93729,"Male",42,"Less than High School","Single","No"
93730,"Male",57,"Less than High School","Widowed","No"
93731,"Male",20,"Some College","Single","No"
93732,"Male",72,"High School","Divorced","No"
93735,"Male",52,"Less than High School","Married","No"
93738,"Male",26,"Some College","Single","No"
93740,"Male",72,"Less than High School","Divorced","No"
93742,"Male",72,"College Grad","Widowed","No"
93743,"Male",61,"Less than High School","Living Partner","No"
93746,"Female",25,"College Grad","Single","No"
93750,"Female",52,"College Grad","Married","No"
93752,"Female",73,"Some College","Widowed","No"
93754,"Male",72,"High School","Married","No"
93755,"Female",26,"Some College","Single","No"
93756,"Female",64,"College Grad","Married","No"
93757,"Male",63,"Some College","Married","No"
93758,"Female",55,"Less than High School","Married","No"
93759,"Male",60,"College Grad","Married","No"
93760,"Female",54,"Less than High School","Single","No"
93761,"Male",44,"Some College","Married","No"
93762,"Female",74,"High School","Widowed","No"
93763,"Male",40,"High School","Married","No"
93766,"Female",36,"Less than High School","Divorced","No"
93767,"Male",61,"College Grad","Married","No"
93768,"Male",80,"High School","Married","No"
93770,"Male",55,"Less than High School","Single","No"
93772,"Female",55,"High School","Single","No"
93773,"Male",69,"Some College","Divorced","No"
93774,"Female",41,"Some College","Married","No"
93775,"Female",47,"Some College","Married","No"
93776,"Female",32,"High School","Single","No"
93777,"Female",72,"Some College","Divorced","No"
93780,"Female",46,"High School","Married","No"
93781,"Male",32,"Less than High School","Single","No"
93782,"Female",25,"Some College","Single","No"
93783,"Female",21,"High School","Single","No"
93785,"Female",80,"College Grad","Widowed","No"
93788,"Female",66,"College Grad","Divorced","No"
93789,"Female",34,"College Grad","Single","No"
93791,"Male",20,"Some College","Single","No"
93792,"Female",31,"Some College","Divorced","No"
93794,"Female",62,"Some College","Separated","No"
93795,"Male",64,"Less than High School","Married","No"
93796,"Male",71,"High School","Widowed","No"
93797,"Female",52,"College Grad","Married","No"
93798,"Female",61,"High School","Divorced","No"
93799,"Male",41,"High School","Separated","No"
93800,"Female",80,"College Grad","Divorced","No"
93801,"Male",59,"College Grad","Married","No"
93805,"Female",64,"Some College","Widowed","No"
93806,"Male",44,"College Grad","Married","No"
93811,"Male",24,"Some College","Single","No"
93812,"Male",67,"College Grad","Married","No"
93813,"Female",42,"Less than High School","Separated","No"
93814,"Female",41,"College Grad","Married","No"
93815,"Female",32,"Some College","Single","No"
93816,"Female",80,"Less than High School","Married","No"
93817,"Male",55,"College Grad","Married","No"
93819,"Female",63,"High School","Widowed","No"
93823,"Female",58,"College Grad","Married","No"
93824,"Female",52,"Some College","Married","No"
93825,"Male",74,"Less than High School","Widowed","No"
93826,"Female",74,"Some College","Widowed","No"
93827,"Female",68,"High School","Married","No"
93829,"Female",38,"College Grad","Married","No"
93830,"Male",67,"Some College","Married","No"
93831,"Male",61,"Less than High School","Living Partner","No"
93832,"Male",63,"Some College","Married","No"
93834,"Female",48,"Less than High School","Married","No"
93835,"Male",27,"College Grad","Single","No"
93837,"Female",35,"High School","Single","No"
93839,"Female",50,"Some College","Married","No"
93840,"Male",47,"College Grad","Married","No"
93841,"Female",48,"College Grad","Married","No"
93843,"Female",42,"College Grad","Married","No"
93845,"Female",28,"High School","Single","No"
93846,"Female",29,"Some College","Single","No"
93847,"Female",43,"Less than High School","Living Partner","No"
93848,"Male",62,"High School","Divorced","No"
93849,"Female",40,"College Grad","Married","No"
